split_group,dataset_origin,uploader,split,fold,recording_count,no_cough_count,cough_count,new_fsd50k_cough_count
COUGHVID_UUID::b986fda8-71e3-4de9-8702-5cc2c82b5faa,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::b9a0045a-0f0b-479c-8771-3624068003d8,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::b9d3a42e-caae-49a0-87c0-9e766112ee5d,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::b9e06a23-d76b-4164-b39a-64cd753a3c56,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::ba21cefd-7209-47e8-87ff-e12e3d0ed4dc,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::ba5ade2c-45fc-41e5-b111-86c08ea8609b,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::ba6f354e-2189-4b93-b037-c07ee2e72f40,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::bab59cef-c297-42f0-9c47-1371e791ea7b,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::bac8326b-2652-443d-8b58-af96cdf5284d,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::bae0c88f-852c-4f3f-8141-d037c777459e,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::bae793eb-4a37-46cd-b98d-93a94cdb6fac,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::bb17ca61-9aa8-45d2-9b3e-52c53965641f,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::bb3facdb-f932-49b2-a250-2c3e47e59c93,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::bb5fd4d8-a36d-4918-931f-c6bd2adcc20d,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::bb6ce694-ca5a-4b1a-9460-8c4cbae05826,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::bb825a76-02ce-4a02-a001-7ae1a05d5bb8,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::bb84b88b-acd0-4975-8d43-0d0ebbf071f3,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::bb94e3f4-831c-4c04-b528-617cf04ab8c7,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::bb9766af-74b9-4533-ac93-e0d75f7bd7ba,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::bb9cd351-d75d-4bd6-9140-7f88a8209871,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::bbb221cc-8c5c-407d-9ae1-ae8ebd842504,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::bbd87814-fc8c-493a-907c-aeb18acf8e44,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::bbe5b8d6-21cf-4718-b263-0fb779d13784,COUGHVID,,train,2,1,1,0,0
COUGHVID_UUID::bc048378-1d7f-44ed-a8a8-e2ce7d0a56ae,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::bc24d4d9-b66b-4429-8228-6645de25622f,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::bc27b4fb-a820-4296-a776-0f0943ba1455,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::bc474477-4762-4308-835e-733da92d712e,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::bc57e871-7953-40e7-a5bf-2959249840b0,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::bc74e39c-ab99-475d-932c-289473b9de54,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::bc8ae260-71a2-48e8-b4f0-c8e8fafef4dd,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::bc958bd6-8714-4b44-a068-9f9fcbde391c,COUGHVID,,train,0,1,1,0,0
COUGHVID_UUID::bc9ba87c-6dd2-47b0-abd9-ee3266a49387,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::bcb56997-8193-4fbb-9b15-8fcaa5fba53b,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::bcb69f37-df84-485a-af43-4ff8b9de570c,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::bcb90b43-185a-4420-a4ca-dafe8f914682,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::bcc118e3-39f2-45f9-8dae-46650d962729,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::bce328d8-acfe-4cc9-bc60-e7934f3e6e5f,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::bcf8e484-3423-4654-83e5-8188ef14e73f,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::bd0feb52-490e-432e-bf9f-e3c0ddb9eb89,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::bd11b513-12a1-44be-82f6-4fbeea1fbda0,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::bd132860-47c0-4ada-ab34-fa8b6b551685,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::bd14922a-f88e-4b99-a338-360789a40b69,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::bd153ce6-0622-4039-a745-93cd08dab579,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::bd205be0-24a4-4a28-8262-30bc14bf1faa,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::bd2778b5-c82c-436f-a0f5-4e3209c6eed7,COUGHVID,,train,4,1,1,0,0
COUGHVID_UUID::bd38ab63-fa3b-4cea-8a67-544f6e270509,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::bd3f28af-fb51-4867-b4ce-b56a6b17a79b,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::bd41be52-d827-4914-b49f-33ac7276f56a,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::bd5a92e4-6ad7-443a-810d-d615fb141da3,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::bd6112e4-72e9-491d-859c-5bb9c7f04f88,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::bd64a8e8-ad6e-4062-8e99-99ef5caab05b,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::bdd15ab3-7347-4a29-b5f2-6a63f70bfe6a,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::bde99a5c-a804-4daf-a4d5-897fb72d5060,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::be0fe831-c469-4a13-961f-e3bd6dda0633,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::be265d6b-9bc3-4499-a099-940ad4479dde,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::be2d9024-401a-42a0-91fd-194567b1d4c1,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::be482d71-4ab2-453d-abd8-e1a7fdeedb06,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::be48c56b-4a96-43f7-b45c-46d9c0dfd909,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::be53aed3-5771-4cb6-af3b-1c95dfed2ae5,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::be5f63f3-2be9-448b-b57e-fa118eddc2e2,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::be61b105-27d2-451e-be22-bea152a7d2b7,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::be808b39-ff71-4d98-99c0-97436d1e198a,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::be8a660f-d3d7-40c5-8b17-2b080c28790c,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::be920126-b1e2-4117-84e2-461b2230e46e,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::be9d7901-a0ae-4ef1-83f6-d58c5263cd96,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::beb10920-1bf0-42af-ada7-b73e73919bfa,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::beb9eff3-e2c7-4f53-981b-0abc09158dec,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::bec8de9b-7bf3-400e-bd0b-6f08a5f64339,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::becfc635-5837-477f-9307-5a1ff0f8a054,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::bed17bfe-d49d-44a1-a3d1-40ae3249ec52,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::bed70f24-2c60-43d7-bb35-5e1bbfbfcda3,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::bee44bec-7d9e-4618-b2a5-8057627489ff,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::befe031f-4e7f-4428-ba7e-4a5b2be87bb3,COUGHVID,,test,-1,1,1,0,0
COUGHVID_UUID::bf4ca169-aab4-466f-8e14-63631e0b3ea0,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::bf566ad4-6971-48cb-9b99-bbacf1b69438,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::bf5901da-d580-4034-88b0-19bd18778f5a,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::bf614ab6-2fe2-477d-b9fe-6351b79e38ac,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::bf7f0dd3-eaef-4912-8edc-c919fd98df62,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::bf8e9236-0d63-46ed-9855-38a1074c2121,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::bf990e0e-bbf6-4233-8578-e77aea74a3b1,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::bfa6b379-56e3-4144-ac7c-17d7269e9865,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::bfb9c86e-eead-44ac-8969-ea42e869a3a3,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::bfcc9f56-1a5f-45a7-b11e-bbe449def56a,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::bfeb3880-a9bc-438e-b171-f467ba93087d,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c01b9572-1fbf-463a-9d03-e3857ab5d55a,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c0643c65-15f1-4f25-9f4e-d42541cca1b8,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c0687f80-4d3b-473e-9cd5-7ade1b43f528,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c07264af-0bcb-41b6-9322-cdd1fb2d654f,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c07875ca-5e1a-4263-9a47-4c06f2b0fbe3,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c08b63bb-8c1a-45bf-937e-ef7381b1b731,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c0a97228-1fdd-4d87-bdcc-ce8b835ffdd2,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c0d601d9-53bc-40d6-b514-95d803f1df02,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c1243982-1f22-433f-b178-a27ebdef63ae,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c1281451-b74b-4659-beb7-11669297e022,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c1371e45-804a-42fc-a3f9-5e66d4dc0a23,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c156030a-cd9d-4dc2-abd3-5c18e647cffa,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c1600410-79d4-45da-af0d-54069aec54a1,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c16f96bf-dc05-445b-aed6-5758aa0ec5c8,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c18be4ba-eaa8-487a-9343-2c45af6c60aa,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c1d86c76-5622-4dbb-9da1-65aebf6a0f0b,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c233a7a1-c6d8-4f5f-8f87-bfd180c6d32e,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c2356246-454a-42ac-ae33-967e5feabcb7,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c261cdbc-fb1e-4444-8b68-33c920047d8c,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c2795c09-691f-421d-87eb-60d11ef0a776,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c2925320-df66-4a25-8309-3f1cca3dc37e,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c29f01d2-870f-4aac-94ec-3699fc0ee32a,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c2d24716-5e15-4066-855a-2a0c0b7566f6,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c2e033f0-5e2f-4793-be75-afa9ae7d3f8f,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c2e2039a-7bef-4430-907c-276de3fa44bb,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c2fc880a-7b05-4c36-affe-5ffe03dbc2b4,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c30815f6-6822-4301-94e7-e0a486141137,COUGHVID,,train,4,1,1,0,0
COUGHVID_UUID::c3174535-aaef-4c26-b0b5-a38996e54763,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c3382b37-9f19-4379-b488-68f636a6c684,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c34d6285-a7d7-4357-9036-cb4a5caec6f6,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c34dae42-797d-41cd-815d-b10d23d8844d,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c35098aa-e1d0-41f2-94b3-38e98f389c9f,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c362bab4-81b7-4d88-bd15-c2f0788173b9,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c36bde38-bab6-4907-b87d-41e055ae3431,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c36e8c36-3dfb-4ffd-98e2-118b6d58febf,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c37791c0-d5f2-4294-a9a9-b7b7a2b45417,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c38d0839-d212-42f8-b3bb-4de172b76748,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c3b9dca7-67eb-4438-b6aa-dd6b2aca1432,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c3bcea97-1dfc-4978-88a2-654bd8303244,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c3c69ce2-8617-4329-8f39-7f7b16daafed,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c3cec81d-ff60-4b2b-a3ba-9ff86f268ea2,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c3cf6265-0bfd-44af-9d8e-a54892ba2be6,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c3d0135b-83ef-4aba-b98c-2c8fe50ffeff,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c4138919-bd2c-4e24-9fcf-582e428c7d27,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c4393c6c-412f-4f55-b417-9325337295c1,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c4844ff3-1947-4d89-88aa-65ed4892cf0c,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c48a44ee-52e3-4c11-9e36-703afb03e46a,COUGHVID,,validation,-1,1,1,0,0
COUGHVID_UUID::c494d05a-a6fa-462e-9d3e-28e91b82147d,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c4961eda-91f5-4fbc-bd90-92f56f7f4deb,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c4a0fa78-e10b-43bc-896a-329bc997ffe8,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c4bb2745-d354-46ec-983d-a14a4ff3bd86,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c4fbbd15-173c-4440-988c-b091e35aa978,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c500d455-d461-47a8-b0b0-ab01a31b7774,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c5260e7e-c927-464a-8946-bf1559afa0cf,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c52cae2c-3250-45e4-9c3a-4cfb08ef9c98,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c52f9edf-409b-46dc-8d99-b0b6e0e3a336,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c5470e5f-81fd-4586-bfdb-7e94e7cce348,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c54e2543-7e25-4a57-83fe-6b227220d00c,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c55e4ac5-03f1-4432-ada6-be2c30e76bcb,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c5868d6c-a411-4f12-b563-0a418224c376,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c587c70a-7489-4c3b-9696-ce1b715168ec,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c5901b26-cf9f-4235-be9b-8b900cc77a8b,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c591e11e-6fdb-4685-8ae1-44576d877831,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c5a4c854-9d78-4615-9fdd-519e547e972f,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c5f4b9fe-04cd-441b-801f-ae24db6b2fc7,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c5f9e07b-81cd-4681-8608-74b83d2727bf,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c62a7d17-49e8-4f21-b862-230c26335e4f,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c64162e1-c768-42c9-a19f-bfbb2624933c,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c66b8483-8310-437c-9e6d-ab3fc0aa5e98,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c67bffd4-1620-4f80-9b40-5661d595a5a0,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c6d2eece-2c2b-4192-939e-0096ad9e3332,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c6f428ef-5e9e-4ee9-ac88-aa50b5d435ad,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c6fb2de6-86a6-4704-b267-11c0031431f2,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c70a2941-2013-443e-85c3-4996a4886e2c,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c70d5f56-3af6-4a86-8d63-2a3bdedf5a93,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c723aaaa-0712-4673-80c5-0ddd96a76196,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c7385617-fe9a-4aa9-b609-0128789e3709,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c73c0e08-c880-4f04-a432-150d9c955b0c,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c776e24b-6f36-4b9a-b104-fb0a6d617854,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c7aebd2e-f4d8-4af7-82f5-f0d71f93cae2,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c7f04242-4649-488a-bf21-72fa488e1c5b,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c80fe88b-bddf-44d5-b1bc-f226a753f8f3,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c82e0dba-9717-440b-b29d-03c5b32be961,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c85daa1b-6f5b-4bc7-803b-117cb57953e5,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c8983507-264a-4bbb-8926-8a06afb36bff,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c903ddd6-d205-411d-923a-60550e6aab1e,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c90dd292-eccf-4cbd-99b8-a6e00c86dd44,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c91409af-d36d-4ec3-a26d-ba640c97c90c,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c91f0ba5-6d0e-415a-a27f-b9753d758533,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c91f755a-e37e-4106-a90a-bb0672fdfd24,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c9259945-3b6b-4c80-bb22-e4a1f5afae50,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c926f81f-17c8-4446-9c0c-1ea92c76834d,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::c941e62c-e260-4ee9-959e-af91663ac58c,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c961a082-77cf-412a-ba8a-66fff0b7bc82,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c98b76a0-089e-4552-8649-2804e2d95403,COUGHVID,,train,2,1,1,0,0
COUGHVID_UUID::c99bf408-50b8-48ba-984f-18fe7da1b484,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::c9c17bea-4fb9-40de-8d10-a45f61420be0,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c9c4445b-fbd3-4f4d-9ca2-282a669d79c4,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::c9cd6959-0d31-4c22-a0d4-46efef8547d8,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::c9d68f80-c9ee-4cb3-885b-f4f46fa1c8bd,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::c9e9e5c3-e5fc-4d11-b58b-811670e0e954,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::c9f8ed02-90a1-4a0f-9f2c-d3fd04f3ffbd,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::c9fa0d4d-76d1-41c4-863c-b83bb8908140,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::ca19d2c6-2f15-48c7-b05c-d02914e39cfa,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::ca4579a8-d65b-42aa-8fdf-1108e3b0323e,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::ca4c3587-d044-4242-81e1-7a51e68db6a7,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::ca4c72fb-627d-4cd4-9120-ce93f05dcb56,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::ca81325c-1dc0-49ad-94cf-0b7d5b7f3a4a,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::ca8d6795-2841-48a0-9d9b-9e00f9e866c3,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::cab3fcff-7d53-4f0e-8e81-5b537b268657,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::cabff14e-9531-4c6b-9719-7ca875f0bb80,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::caf07708-037e-44b8-b4f9-abeb76b237f2,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::caf4e7ea-513a-4f81-941a-56e28c49fb6d,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::cafcbee4-cfe7-4bac-8bbe-ba98da2b9179,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::cb1970a1-62d6-4492-bf4d-d54913a842dc,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::cb3817bb-f344-4376-b3b2-4c9be6356ca8,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::cb513153-e832-4d97-b1dc-23e45c572435,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::cb5c6410-8b55-4c33-932d-fc72e5cac22c,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::cb89e13c-f7b9-4277-8529-85385032e6b2,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::cba605e5-ddfc-498a-afee-4c8fc964863d,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::cbbbe2c4-51c4-48e3-807d-5ad37ad220e4,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::cbbef439-96c8-4dca-b3ff-f8491b7c8653,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::cbc44a45-447f-4143-b0eb-1bb44185b99a,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::cbdd4f1b-a67e-46e3-8f1a-a52da5689294,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::cbe792ac-397c-4b38-91d3-043fef882f90,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::cbfd3865-b0fe-4f54-86ba-d93c47feeb2f,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::cc0bc8c7-eb1b-4290-8f64-58c4fe25c58e,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::cc3c1f82-0559-4ae6-bcbd-45a61a6178b0,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::cc47f830-9785-4651-9756-cde2f39fb494,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::cc5b8aa6-355a-4f4c-bc88-4f1d5bafc5ad,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::cc7421cf-a094-4a17-a4cb-cecdd43b8095,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::ccd3279c-e351-4e6b-a142-fd3f48c3b052,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::ccdb32af-58f4-4718-9f6e-eec7e0020382,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::ccddf95b-d3c2-482a-a335-a27f6512f113,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::ccdfd92d-e6f1-42ce-8781-ff6d04f7f628,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::cce1d2cc-0c32-4dc3-bdf8-67c330c8758d,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::cd05d1d9-ed06-4fa7-b0d7-3e43c89eb45b,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::cd1a61c2-7efc-4b11-9ec0-a7261a050653,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::cd2970a6-ff70-473b-868b-20133b47ed74,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::cd2ee4d5-cd25-420f-939b-d1732400861c,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::cd5f6325-824a-4373-903f-1703e9b21d1f,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::cd63091b-d9e3-4ff9-a6f0-c2c0b9d65790,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::cd70f9b7-5ea5-403c-aff7-4804663bfbf6,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::cd9de27d-87fa-43e6-a452-8cdaba3eae4c,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::ce02bd1b-5ef9-4840-a9b8-152ba4c8be70,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::ce047b79-fd52-4ac5-a451-f27d8a368985,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::ce0c319b-da2c-4f90-9050-108a8156acb5,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::ce2634a4-1ad5-4e79-bb90-905c03e52afb,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::ce29aef9-0a86-42e6-ab49-258b8a6b1a5e,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::ce3f9e37-b553-4c23-b341-8da601f7468e,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::ce40512b-6a1f-4a2f-9b74-4bcf246d0edb,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::ce468c06-5a71-4498-8b0d-4d75551094b3,COUGHVID,,test,-1,1,0,1,0
