feature_row,augmentation_id,parent_feature_row,parent_uuid_segmento,parent_original_uuid,parent_split_group,parent_fold,parent_dataset_origin,parent_audio_path,parent_start_time,parent_end_time,stage1_target,split,transformation,random_state,original_samples,augmented_samples,original_peak,augmented_peak,snr_db,pitch_semitones,noise_scale,noise_donor_uuid_segmento,noise_donor_original_uuid,noise_donor_split_group,noise_donor_fold,noise_donor_dataset_origin
1244,9dc66677-d2a0-4c56-8a4d-74177f49ba1e_seg_0__aug01__noise_moderate,1281,9dc66677-d2a0-4c56-8a4d-74177f49ba1e_seg_0,9dc66677-d2a0-4c56-8a4d-74177f49ba1e,COUGHVID_UUID::9dc66677-d2a0-4c56-8a4d-74177f49ba1e,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9dc66677-d2a0-4c56-8a4d-74177f49ba1e.wav,0.0,6.54,1,train_augmentation_only,noise_moderate,42,104640,104640,0.8655962347984314,0.8643485307693481,20.0,,0.3089253382015875,338272_seg_0,338272,FSD50K_UPLOADER::andreas.mustola,4,FSD50K
1245,9e0490ff-2444-488a-8c01-400b958c9875_seg_0__aug01__noise_high,1282,9e0490ff-2444-488a-8c01-400b958c9875_seg_0,9e0490ff-2444-488a-8c01-400b958c9875,COUGHVID_UUID::9e0490ff-2444-488a-8c01-400b958c9875,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9e0490ff-2444-488a-8c01-400b958c9875.wav,0.0,9.6,1,train_augmentation_only,noise_high,42,153600,153600,0.9112346172332764,0.9990000128746033,10.0,,0.7463152925782579,259164_seg_0,259164,FSD50K_UPLOADER::crispydinner,0,FSD50K
1246,9e169e54-7024-4d03-bfa8-567dd5679efe_seg_0__aug01__noise_moderate,1283,9e169e54-7024-4d03-bfa8-567dd5679efe_seg_0,9e169e54-7024-4d03-bfa8-567dd5679efe,COUGHVID_UUID::9e169e54-7024-4d03-bfa8-567dd5679efe,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9e169e54-7024-4d03-bfa8-567dd5679efe.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.9658117294311523,0.9651103019714355,20.0,,8.212573977069246,261466_seg_0,261466,FSD50K_UPLOADER::kd_jack,2,FSD50K
1247,9e1a07c9-37a4-441a-a5a3-834b2283ae01_seg_0__aug01__noise_moderate,1284,9e1a07c9-37a4-441a-a5a3-834b2283ae01_seg_0,9e1a07c9-37a4-441a-a5a3-834b2283ae01,COUGHVID_UUID::9e1a07c9-37a4-441a-a5a3-834b2283ae01,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9e1a07c9-37a4-441a-a5a3-834b2283ae01.wav,0.0,9.78,1,train_augmentation_only,noise_moderate,42,156480,156480,0.8097591400146484,0.818024218082428,20.0,,10.251651070672716,78948_seg_0,78948,FSD50K_UPLOADER::bsung88,3,FSD50K
1248,9e2709db-b6b2-45f7-a0b2-b067e187fe3f_seg_0__aug01__noise_high,1285,9e2709db-b6b2-45f7-a0b2-b067e187fe3f_seg_0,9e2709db-b6b2-45f7-a0b2-b067e187fe3f,COUGHVID_UUID::9e2709db-b6b2-45f7-a0b2-b067e187fe3f,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9e2709db-b6b2-45f7-a0b2-b067e187fe3f.wav,0.0,9.24,1,train_augmentation_only,noise_high,42,147840,147840,0.8432753682136536,0.8428550362586975,10.0,,1.468734978563949,348809_seg_0,348809,FSD50K_UPLOADER::fuzzy_pause,0,FSD50K
1249,9e2a1ddc-35bc-42df-8fac-3afa75a69258_seg_0__aug01__noise_moderate,1286,9e2a1ddc-35bc-42df-8fac-3afa75a69258_seg_0,9e2a1ddc-35bc-42df-8fac-3afa75a69258,COUGHVID_UUID::9e2a1ddc-35bc-42df-8fac-3afa75a69258,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9e2a1ddc-35bc-42df-8fac-3afa75a69258.wav,0.0,6.72,1,train_augmentation_only,noise_moderate,42,107520,107520,0.16901418566703796,0.1687401533126831,20.0,,0.13931172881420997,235265_seg_0,235265,FSD50K_UPLOADER::godowan,0,FSD50K
1250,9e41c672-ffbd-4a9b-919b-3fdfd4771f63_seg_0__aug01__noise_moderate,1287,9e41c672-ffbd-4a9b-919b-3fdfd4771f63_seg_0,9e41c672-ffbd-4a9b-919b-3fdfd4771f63,COUGHVID_UUID::9e41c672-ffbd-4a9b-919b-3fdfd4771f63,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9e41c672-ffbd-4a9b-919b-3fdfd4771f63.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,1.0643901824951172,0.9990000128746033,20.0,,0.27483107607996343,221906_seg_0,221906,FSD50K_UPLOADER::huminaatio,1,FSD50K
1251,9e5738c6-7649-42d5-be58-1e289796f189_seg_0__aug01__noise_moderate,1288,9e5738c6-7649-42d5-be58-1e289796f189_seg_0,9e5738c6-7649-42d5-be58-1e289796f189,COUGHVID_UUID::9e5738c6-7649-42d5-be58-1e289796f189,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9e5738c6-7649-42d5-be58-1e289796f189.wav,0.0,8.88,1,train_augmentation_only,noise_moderate,42,142080,142080,0.7678946256637573,0.7684745192527771,20.0,,0.5689031004550916,420463_seg_0,420463,FSD50K_UPLOADER::daustin13,4,FSD50K
1252,9e6d88da-2a85-4c86-a606-e66d83bf7550_seg_0__aug01__noise_high,1289,9e6d88da-2a85-4c86-a606-e66d83bf7550_seg_0,9e6d88da-2a85-4c86-a606-e66d83bf7550,COUGHVID_UUID::9e6d88da-2a85-4c86-a606-e66d83bf7550,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9e6d88da-2a85-4c86-a606-e66d83bf7550.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.9369420409202576,0.9545302987098694,10.0,,15.242732215499554,363098_seg_0,363098,FSD50K_UPLOADER::fractalstudios,2,FSD50K
1253,9ea4d87d-e60f-4a02-94be-20d345222a84_seg_0__aug01__noise_moderate,1290,9ea4d87d-e60f-4a02-94be-20d345222a84_seg_0,9ea4d87d-e60f-4a02-94be-20d345222a84,COUGHVID_UUID::9ea4d87d-e60f-4a02-94be-20d345222a84,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9ea4d87d-e60f-4a02-94be-20d345222a84.wav,0.0,5.34,1,train_augmentation_only,noise_moderate,42,85440,85440,0.7418245077133179,0.7417442202568054,20.0,,0.08902593135146886,79440_seg_0,79440,FSD50K_UPLOADER::xyzr_kx,3,FSD50K
1254,9eb5f87f-3f16-423d-bd11-bb15a6b11a9d_seg_0__aug01__noise_moderate,1291,9eb5f87f-3f16-423d-bd11-bb15a6b11a9d_seg_0,9eb5f87f-3f16-423d-bd11-bb15a6b11a9d,COUGHVID_UUID::9eb5f87f-3f16-423d-bd11-bb15a6b11a9d,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9eb5f87f-3f16-423d-bd11-bb15a6b11a9d.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.8197876811027527,0.8199157118797302,20.0,,0.20395035885082285,364105_seg_0,364105,FSD50K_UPLOADER::rudmer_rotteveel,0,FSD50K
1255,9eb6506a-17f8-40b7-968d-ee511818d50b_seg_0__aug01__noise_high,1292,9eb6506a-17f8-40b7-968d-ee511818d50b_seg_0,9eb6506a-17f8-40b7-968d-ee511818d50b,COUGHVID_UUID::9eb6506a-17f8-40b7-968d-ee511818d50b,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9eb6506a-17f8-40b7-968d-ee511818d50b.wav,0.0,7.2,1,train_augmentation_only,noise_high,42,115200,115200,0.9903905391693115,0.9990000128746033,10.0,,0.7107752273035268,183601_seg_0,183601,FSD50K_UPLOADER::maxdemianagl,1,FSD50K
1256,9ebf6f35-91a8-4c33-84cb-fbeec8f2f557_seg_0__aug01__noise_moderate,1293,9ebf6f35-91a8-4c33-84cb-fbeec8f2f557_seg_0,9ebf6f35-91a8-4c33-84cb-fbeec8f2f557,COUGHVID_UUID::9ebf6f35-91a8-4c33-84cb-fbeec8f2f557,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9ebf6f35-91a8-4c33-84cb-fbeec8f2f557.wav,0.0,9.78,1,train_augmentation_only,noise_moderate,42,156480,156480,0.9995388388633728,0.9990000128746033,20.0,,0.42359693833085027,426372_seg_0,426372,FSD50K_UPLOADER::pbharri,1,FSD50K
1257,9ee376a0-375e-4cb2-9337-71f9f5a4f5a5_seg_0__aug01__noise_high,1294,9ee376a0-375e-4cb2-9337-71f9f5a4f5a5_seg_0,9ee376a0-375e-4cb2-9337-71f9f5a4f5a5,COUGHVID_UUID::9ee376a0-375e-4cb2-9337-71f9f5a4f5a5,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9ee376a0-375e-4cb2-9337-71f9f5a4f5a5.wav,0.0,9.9,1,train_augmentation_only,noise_high,42,158400,158400,0.8698761463165283,0.8794017434120178,10.0,,0.1558561040820989,431669_seg_0,431669,FSD50K_UPLOADER::oldbunny,2,FSD50K
1258,9f40d734-f22c-400f-abed-87c15bedc69c_seg_0__aug01__noise_high,1295,9f40d734-f22c-400f-abed-87c15bedc69c_seg_0,9f40d734-f22c-400f-abed-87c15bedc69c,COUGHVID_UUID::9f40d734-f22c-400f-abed-87c15bedc69c,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9f40d734-f22c-400f-abed-87c15bedc69c.wav,0.0,7.32,1,train_augmentation_only,noise_high,42,117120,117120,0.8501265048980713,0.904397189617157,10.0,,0.2631129604254559,63917_seg_0,63917,FSD50K_UPLOADER::ifartinurgeneraldirection,3,FSD50K
1259,9f4770aa-245b-4264-b872-98a2c45e9f56_seg_0__aug01__noise_moderate,1296,9f4770aa-245b-4264-b872-98a2c45e9f56_seg_0,9f4770aa-245b-4264-b872-98a2c45e9f56,COUGHVID_UUID::9f4770aa-245b-4264-b872-98a2c45e9f56,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9f4770aa-245b-4264-b872-98a2c45e9f56.wav,0.0,7.44,1,train_augmentation_only,noise_moderate,42,119040,119040,0.8434921503067017,0.8461898565292358,20.0,,0.14681734624709553,236512_seg_0,236512,FSD50K_UPLOADER::bcimmet,4,FSD50K
1260,9f671ce6-784b-4e64-bcd9-086a4f2db274_seg_0__aug01__noise_high,1297,9f671ce6-784b-4e64-bcd9-086a4f2db274_seg_0,9f671ce6-784b-4e64-bcd9-086a4f2db274,COUGHVID_UUID::9f671ce6-784b-4e64-bcd9-086a4f2db274,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9f671ce6-784b-4e64-bcd9-086a4f2db274.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.9396815299987793,0.9673600196838379,10.0,,0.5991238341913377,346061_seg_1,346061,FSD50K_UPLOADER::martingunchev,0,FSD50K
1261,9fa0f414-5e2c-4ae7-bbbc-0330decc929e_seg_0__aug01__noise_moderate,1298,9fa0f414-5e2c-4ae7-bbbc-0330decc929e_seg_0,9fa0f414-5e2c-4ae7-bbbc-0330decc929e,COUGHVID_UUID::9fa0f414-5e2c-4ae7-bbbc-0330decc929e,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9fa0f414-5e2c-4ae7-bbbc-0330decc929e.wav,0.0,6.18,1,train_augmentation_only,noise_moderate,42,98880,98880,0.9662854671478271,0.9675068855285645,20.0,,0.2382739109989355,65155_seg_0,65155,FSD50K_UPLOADER::ifartinurgeneraldirection,3,FSD50K
1262,9fbcfd6c-6dca-43b7-af69-91a07eaa3c3d_seg_0__aug01__noise_high,1299,9fbcfd6c-6dca-43b7-af69-91a07eaa3c3d_seg_0,9fbcfd6c-6dca-43b7-af69-91a07eaa3c3d,COUGHVID_UUID::9fbcfd6c-6dca-43b7-af69-91a07eaa3c3d,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9fbcfd6c-6dca-43b7-af69-91a07eaa3c3d.wav,0.0,9.9,1,train_augmentation_only,noise_high,42,158400,158400,0.9496827721595764,0.9496827721595764,10.0,,0.4127494858588341,9559_seg_0,9559,FSD50K_UPLOADER::thanvannispen,3,FSD50K
1263,9fc30462-4e90-4b05-a9d4-f25b775d1794_seg_0__aug01__noise_high,1300,9fc30462-4e90-4b05-a9d4-f25b775d1794_seg_0,9fc30462-4e90-4b05-a9d4-f25b775d1794,COUGHVID_UUID::9fc30462-4e90-4b05-a9d4-f25b775d1794,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9fc30462-4e90-4b05-a9d4-f25b775d1794.wav,0.0,10.0,1,train_augmentation_only,noise_high,42,160000,160000,0.9930065870285034,0.992664098739624,10.0,,0.35308573135337495,332175_seg_0,332175,FSD50K_UPLOADER::ivolipa,1,FSD50K
1264,9fd63d74-d637-4ad7-a224-d580505be408_seg_0__aug01__noise_high,1301,9fd63d74-d637-4ad7-a224-d580505be408_seg_0,9fd63d74-d637-4ad7-a224-d580505be408,COUGHVID_UUID::9fd63d74-d637-4ad7-a224-d580505be408,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\9fd63d74-d637-4ad7-a224-d580505be408.wav,0.0,9.9,1,train_augmentation_only,noise_high,42,158400,158400,0.8161352872848511,0.9752663969993591,10.0,,12.824358289640363,237310_seg_0,237310,FSD50K_UPLOADER::nmarciniegasm,2,FSD50K
1265,a01cecbf-754b-4fcf-b29f-40688a457f4a_seg_0__aug01__noise_moderate,1302,a01cecbf-754b-4fcf-b29f-40688a457f4a_seg_0,a01cecbf-754b-4fcf-b29f-40688a457f4a,COUGHVID_UUID::a01cecbf-754b-4fcf-b29f-40688a457f4a,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a01cecbf-754b-4fcf-b29f-40688a457f4a.wav,0.0,9.54,1,train_augmentation_only,noise_moderate,42,152640,152640,0.9315793514251709,0.9417866468429565,20.0,,0.047992124899637466,33744_seg_0,33744,FSD50K_UPLOADER::jobro,4,FSD50K
1266,a03baece-440f-4026-9705-4fcb2bc9e065_seg_0__aug01__noise_high,1303,a03baece-440f-4026-9705-4fcb2bc9e065_seg_0,a03baece-440f-4026-9705-4fcb2bc9e065,COUGHVID_UUID::a03baece-440f-4026-9705-4fcb2bc9e065,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a03baece-440f-4026-9705-4fcb2bc9e065.wav,0.0,9.84,1,train_augmentation_only,noise_high,42,157440,157440,0.9468197822570801,0.9990000128746033,10.0,,8.201285632711414,129322_seg_1,129322,FSD50K_UPLOADER::dobroide,0,FSD50K
1267,a051a29f-4cf2-49b4-b057-f61b6b34b4fe_seg_0__aug01__noise_high,1304,a051a29f-4cf2-49b4-b057-f61b6b34b4fe_seg_0,a051a29f-4cf2-49b4-b057-f61b6b34b4fe,COUGHVID_UUID::a051a29f-4cf2-49b4-b057-f61b6b34b4fe,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a051a29f-4cf2-49b4-b057-f61b6b34b4fe.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.7783339023590088,0.7788912057876587,10.0,,0.08009166753399598,85136_seg_0,85136,FSD50K_UPLOADER::ifartinurgeneraldirection,3,FSD50K
1268,a084b953-189d-422d-a40a-b545b4f01618_seg_0__aug01__noise_moderate,1305,a084b953-189d-422d-a40a-b545b4f01618_seg_0,a084b953-189d-422d-a40a-b545b4f01618,COUGHVID_UUID::a084b953-189d-422d-a40a-b545b4f01618,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a084b953-189d-422d-a40a-b545b4f01618.wav,0.0,9.390145833333332,1,train_augmentation_only,noise_moderate,42,150242,150242,0.6037999391555786,0.6037999391555786,20.0,,0.8934333340223077,3c1efb88-ebba-4dd6-8fb7-ac1fb6e78abb_seg_0,3c1efb88-ebba-4dd6-8fb7-ac1fb6e78abb,COUGHVID_UUID::3c1efb88-ebba-4dd6-8fb7-ac1fb6e78abb,1,COUGHVID
1269,a08ada1f-32e6-40cf-9513-57cf411cf97d_seg_0__aug01__noise_high,1306,a08ada1f-32e6-40cf-9513-57cf411cf97d_seg_0,a08ada1f-32e6-40cf-9513-57cf411cf97d,COUGHVID_UUID::a08ada1f-32e6-40cf-9513-57cf411cf97d,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a08ada1f-32e6-40cf-9513-57cf411cf97d.wav,0.0,6.9,1,train_augmentation_only,noise_high,42,110400,110400,0.8596310019493103,0.8990145921707153,10.0,,0.5444301068405916,372534_seg_0,372534,FSD50K_UPLOADER::glitchedtones,2,FSD50K
1270,a08b86d5-4573-4a42-9a84-f75f5e50351a_seg_0__aug01__noise_moderate,1307,a08b86d5-4573-4a42-9a84-f75f5e50351a_seg_0,a08b86d5-4573-4a42-9a84-f75f5e50351a,COUGHVID_UUID::a08b86d5-4573-4a42-9a84-f75f5e50351a,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a08b86d5-4573-4a42-9a84-f75f5e50351a.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.8537907600402832,0.8559362292289734,20.0,,0.3678424609806382,94175_seg_0,94175,FSD50K_UPLOADER::cgeffex,4,FSD50K
1271,a08d28dc-9b8d-43ae-a864-9f25be0e1718_seg_0__aug01__noise_high,1308,a08d28dc-9b8d-43ae-a864-9f25be0e1718_seg_0,a08d28dc-9b8d-43ae-a864-9f25be0e1718,COUGHVID_UUID::a08d28dc-9b8d-43ae-a864-9f25be0e1718,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a08d28dc-9b8d-43ae-a864-9f25be0e1718.wav,0.0,9.78,1,train_augmentation_only,noise_high,42,156480,156480,0.9268250465393066,0.9267175197601318,10.0,,0.47156931144535297,219487_seg_0,219487,FSD50K_UPLOADER::jarredgibb,1,FSD50K
1272,a0b0d0bf-51cc-4238-bad5-1b70c6edf438_seg_0__aug01__noise_moderate,1309,a0b0d0bf-51cc-4238-bad5-1b70c6edf438_seg_0,a0b0d0bf-51cc-4238-bad5-1b70c6edf438,COUGHVID_UUID::a0b0d0bf-51cc-4238-bad5-1b70c6edf438,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a0b0d0bf-51cc-4238-bad5-1b70c6edf438.wav,0.0,9.78,1,train_augmentation_only,noise_moderate,42,156480,156480,1.004004955291748,0.9990000128746033,20.0,,0.37641755898189017,351424_seg_0,351424,FSD50K_UPLOADER::yyw,3,FSD50K
1273,a0b2c39c-8a24-4984-aa0f-009f13a700c5_seg_0__aug01__noise_moderate,1310,a0b2c39c-8a24-4984-aa0f-009f13a700c5_seg_0,a0b2c39c-8a24-4984-aa0f-009f13a700c5,COUGHVID_UUID::a0b2c39c-8a24-4984-aa0f-009f13a700c5,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a0b2c39c-8a24-4984-aa0f-009f13a700c5.wav,0.0,3.78,1,train_augmentation_only,noise_moderate,42,60480,60480,0.8329690098762512,0.8488309383392334,20.0,,0.02739606104132168,267569_seg_0,267569,FSD50K_UPLOADER::balancedenergy10,3,FSD50K
1274,a0bd7465-ae76-40cd-903b-3591ed9595db_seg_0__aug01__noise_moderate,1311,a0bd7465-ae76-40cd-903b-3591ed9595db_seg_0,a0bd7465-ae76-40cd-903b-3591ed9595db,COUGHVID_UUID::a0bd7465-ae76-40cd-903b-3591ed9595db,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a0bd7465-ae76-40cd-903b-3591ed9595db.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.8075200319290161,0.8157727122306824,20.0,,0.8248567981818073,236675_seg_0,236675,FSD50K_UPLOADER::bcimmet,4,FSD50K
1275,a0e0ce03-2778-46f2-8b5f-aa46c503f392_seg_0__aug01__noise_moderate,1312,a0e0ce03-2778-46f2-8b5f-aa46c503f392_seg_0,a0e0ce03-2778-46f2-8b5f-aa46c503f392,COUGHVID_UUID::a0e0ce03-2778-46f2-8b5f-aa46c503f392,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a0e0ce03-2778-46f2-8b5f-aa46c503f392.wav,0.0,7.2,1,train_augmentation_only,noise_moderate,42,115200,115200,0.9481331706047058,0.9419950246810913,20.0,,0.09141123579844479,259143_seg_0,259143,FSD50K_UPLOADER::crispydinner,0,FSD50K
1276,a0f11dec-e546-4869-a284-cffeeb231c6e_seg_0__aug01__noise_moderate,1313,a0f11dec-e546-4869-a284-cffeeb231c6e_seg_0,a0f11dec-e546-4869-a284-cffeeb231c6e,COUGHVID_UUID::a0f11dec-e546-4869-a284-cffeeb231c6e,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a0f11dec-e546-4869-a284-cffeeb231c6e.wav,0.0,9.84,1,train_augmentation_only,noise_moderate,42,157440,157440,0.9244211316108704,0.9377338886260986,20.0,,0.09435860330187182,166623_seg_0,166623,FSD50K_UPLOADER::j.zazvurek,3,FSD50K
1277,a1092580-10f6-4176-8862-3a8cc0784f4a_seg_0__aug01__noise_moderate,1314,a1092580-10f6-4176-8862-3a8cc0784f4a_seg_0,a1092580-10f6-4176-8862-3a8cc0784f4a,COUGHVID_UUID::a1092580-10f6-4176-8862-3a8cc0784f4a,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a1092580-10f6-4176-8862-3a8cc0784f4a.wav,0.0,8.82,1,train_augmentation_only,noise_moderate,42,141120,141120,0.8740167617797852,0.8740161657333374,20.0,,0.0816558052411691,218065_seg_0,218065,FSD50K_UPLOADER::meaxx,2,FSD50K
1278,a13b9da9-a901-4622-9898-71f76097b98c_seg_0__aug01__noise_moderate,1315,a13b9da9-a901-4622-9898-71f76097b98c_seg_0,a13b9da9-a901-4622-9898-71f76097b98c,COUGHVID_UUID::a13b9da9-a901-4622-9898-71f76097b98c,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a13b9da9-a901-4622-9898-71f76097b98c.wav,0.0,3.3,1,train_augmentation_only,noise_moderate,42,52800,52800,0.7842854857444763,0.9481147527694702,20.0,,0.41119842714289867,175042_seg_0,175042,FSD50K_UPLOADER::wuola,3,FSD50K
1279,a147e909-0e90-442b-adc4-b8487de75504_seg_0__aug01__noise_high,1316,a147e909-0e90-442b-adc4-b8487de75504_seg_0,a147e909-0e90-442b-adc4-b8487de75504,COUGHVID_UUID::a147e909-0e90-442b-adc4-b8487de75504,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a147e909-0e90-442b-adc4-b8487de75504.wav,0.0,8.341333333333333,1,train_augmentation_only,noise_high,42,133462,133462,0.9325222969055176,0.9990000128746033,10.0,,2.479706049155855,89739_seg_0,89739,FSD50K_UPLOADER::inishbushka,4,FSD50K
1280,a1e6d70d-dcbc-4e53-9422-503f0d4d8c04_seg_0__aug01__noise_high,1317,a1e6d70d-dcbc-4e53-9422-503f0d4d8c04_seg_0,a1e6d70d-dcbc-4e53-9422-503f0d4d8c04,COUGHVID_UUID::a1e6d70d-dcbc-4e53-9422-503f0d4d8c04,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a1e6d70d-dcbc-4e53-9422-503f0d4d8c04.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.9111411571502686,0.9685594439506531,10.0,,0.7959969207044757,163282_seg_0,163282,FSD50K_UPLOADER::tobiaskosmos,0,FSD50K
1281,a1ffec02-864d-4739-8725-1f7487fee29c_seg_0__aug01__noise_moderate,1318,a1ffec02-864d-4739-8725-1f7487fee29c_seg_0,a1ffec02-864d-4739-8725-1f7487fee29c,COUGHVID_UUID::a1ffec02-864d-4739-8725-1f7487fee29c,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a1ffec02-864d-4739-8725-1f7487fee29c.wav,0.0,9.78,1,train_augmentation_only,noise_moderate,42,156480,156480,0.8017691373825073,0.8036695718765259,20.0,,0.1657139023182959,28694_seg_0,28694,FSD50K_UPLOADER::thsha1,1,FSD50K
1282,a22706e7-e1bb-40a9-a95a-2dd1f9fcbadb_seg_0__aug01__noise_high,1319,a22706e7-e1bb-40a9-a95a-2dd1f9fcbadb_seg_0,a22706e7-e1bb-40a9-a95a-2dd1f9fcbadb,COUGHVID_UUID::a22706e7-e1bb-40a9-a95a-2dd1f9fcbadb,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a22706e7-e1bb-40a9-a95a-2dd1f9fcbadb.wav,0.0,9.84,1,train_augmentation_only,noise_high,42,157440,157440,0.8270009756088257,0.9990000128746033,10.0,,0.9200786586243538,401825_seg_0,401825,FSD50K_UPLOADER::jochen1988,2,FSD50K
1283,a27768df-a3bc-4ac9-9d45-76cc25508478_seg_0__aug01__noise_high,1320,a27768df-a3bc-4ac9-9d45-76cc25508478_seg_0,a27768df-a3bc-4ac9-9d45-76cc25508478,COUGHVID_UUID::a27768df-a3bc-4ac9-9d45-76cc25508478,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a27768df-a3bc-4ac9-9d45-76cc25508478.wav,0.0,9.9,1,train_augmentation_only,noise_high,42,158400,158400,0.4643729329109192,0.4653683602809906,10.0,,0.1605847868685033,218981_seg_0,218981,FSD50K_UPLOADER::bcimmet,4,FSD50K
1284,a286fb10-67fa-432e-80b1-e3f3992f4f95_seg_0__aug01__noise_moderate,1321,a286fb10-67fa-432e-80b1-e3f3992f4f95_seg_0,a286fb10-67fa-432e-80b1-e3f3992f4f95,COUGHVID_UUID::a286fb10-67fa-432e-80b1-e3f3992f4f95,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a286fb10-67fa-432e-80b1-e3f3992f4f95.wav,0.0,6.96,1,train_augmentation_only,noise_moderate,42,111360,111360,0.7787880301475525,0.7700064778327942,20.0,,0.07755186222042743,383595_seg_0,383595,FSD50K_UPLOADER::newagesoup,3,FSD50K
1285,a28776b5-b876-47ac-8973-9ca280156608_seg_0__aug01__noise_moderate,1322,a28776b5-b876-47ac-8973-9ca280156608_seg_0,a28776b5-b876-47ac-8973-9ca280156608,COUGHVID_UUID::a28776b5-b876-47ac-8973-9ca280156608,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\a28776b5-b876-47ac-8973-9ca280156608.wav,0.0,3.66,1,train_augmentation_only,noise_moderate,42,58560,58560,0.7772901654243469,0.7767274975776672,20.0,,0.3757050005623234,366113_seg_0,366113,FSD50K_UPLOADER::leanemac,0,FSD50K
