split_group,split,fold,dataset_origin,uploader,n_segments,n_positive_segments,quality_split_role
COUGHVID_UUID::260ef2a5-b9d2-41e7-afc7-bed26e7af5b9,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::26b079a2-0954-4ca4-a494-1ef64e7d93f9,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::274d8066-46d3-43f9-b388-86db67c02e15,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::274fee77-6d89-4b0f-962e-28969658b430,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::285e7f6f-503a-41f0-ac3b-173433a8cf40,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::28648464-a8cd-4d33-b861-9c592154a844,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::28de464d-b466-45cc-849d-a1c138c96767,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2a1cf069-7f78-4c41-96a0-3a786767ee7b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2a7328f9-4c7b-461e-8975-0809d0c49de9,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2b243e9c-37f2-4552-ac69-4cdf0e070b9a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2bcc1031-937f-46b2-af1d-fd593a0b5d39,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2ca9e925-859f-417e-838b-681d77639839,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2cba06c6-a2af-4307-b53b-cdde40ee9492,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2d090ab6-346d-4168-a8aa-57296bcaf6e0,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2de41de6-fd3d-4948-adca-78ae50b9bb97,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2e687a52-6e9b-4343-9688-b96132f52f87,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2f63ad4e-0441-454b-a5b1-20c88f864433,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::2f6588f7-0498-42a7-adea-01ff839c8a1a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::30f761c8-b6fd-4e2a-bf25-0e5cde6102be,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::30fee754-9e9d-4113-ba50-d18e382d3200,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::31e5a9cf-6a3e-43a3-8e0f-65c99f5748e9,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3259a18f-c4d3-489b-8ed1-2d2b9fbaebbd,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::335a56cc-66bf-4dd0-a60b-f7a596e43c08,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::33dd938d-7654-4238-a207-cbc3fad63349,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::341ff20f-b75f-4d5a-8ee9-38ba198ed6ec,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3484d8b1-c070-4050-82f3-dfa42adb6a4c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::35150705-3dfd-4cd0-80f6-8f9b04870c3f,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::35ee826c-b4e1-40ae-9873-7df156071b7b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::36535622-407d-4226-adad-48b010e8ee83,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::366c2bfd-b91a-4d09-be09-c2fef99091eb,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::36d1c7ee-0e4f-4d25-8e0c-e38bd76143eb,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::36d918eb-8f0c-4ab2-a7de-7aa27f58800c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::377c3a4c-b901-49c0-9337-e87560b523d4,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::37fdf4e5-d6f0-431d-a198-28dae66a4e84,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::38908194-429d-4924-9b00-2df01faac8b2,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::38c23848-68c1-41a6-b8c8-5d0685dc0246,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::39460774-2d87-4c17-9015-5ca9d6328744,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3951f2b6-88a3-4419-a191-774fb50b918f,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::39fdca62-1ce2-4e54-9a6b-d4ef5aa80bc5,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3aac052c-4344-4350-a877-59f8a5270b02,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3ad61f08-80f1-4576-ae32-f383e46dbe53,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3bd63a44-a443-4a3f-a1ec-ffc2540f7ed0,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3c0efb34-6a14-4b8f-b759-b6e8f2a3c479,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3cf93027-a70f-4cad-9a3a-a51390783da6,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3daa3dd0-e920-46a8-bca5-2a7f728998d7,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3e80334d-1d97-4dc5-a17a-affd1f06011e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3ecfa0a9-d972-4958-9e46-44dcf980601f,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::3f423152-d7aa-4c49-8c24-1fedcd4eb636,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::40468fb3-fc81-4a5e-8cc6-e49011c1c9d5,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::41b99768-ae1b-4038-b831-d7c7d225f369,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::422a71b9-7343-4d2f-9170-8976d2dc532b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4260e6fd-0a12-48de-9bfd-1b8644c2186b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::431c4a7e-06d9-4fed-9aca-2de718d66f29,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::434e8737-4273-4de2-8439-d85547cd96e7,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::43b36c34-a383-445e-a4e2-fe9d7849e62a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::444d9701-cc2f-4dc7-87ff-4f6ada471c3e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::44c295f9-5176-41ce-a1e2-f94633b9b57b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::44de5da6-74ca-4cb2-952c-1271a115bedf,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::459c949d-1074-4687-a911-e1b61753643c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4619f7e8-fae5-4477-971c-0568ede350a2,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::46822a7b-040f-45a1-82e1-f8650e832605,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::477b8b77-3b3b-4ac6-978c-d51651932c8a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4811b9fb-5369-478e-91ac-a6eb9a72005e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::48f84033-8615-4805-b2a5-d84050d3951b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::49114698-8b5c-40e3-9645-b6a5223658d8,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::493632f2-537a-4a36-a932-268a8aa59486,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::498d64dc-e551-4fe1-8da3-ba533134d950,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::49cc8b94-838b-4b23-9fb1-8d9384520634,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4a31db13-a871-43f8-88ed-f5f153e79fa2,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4b03ff25-ce0b-47bc-b73f-d4d302a896a8,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4b22dc75-caee-40a8-84da-d3bc8f4eca69,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4bd6bdb8-e239-4946-b80f-f3db9d3e86ea,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4d6cdc78-b5f1-4568-bea9-ae1a49c34ee7,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4dcab218-09e0-40fd-89c5-d6a90b429bd9,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4e052563-ff5b-47b1-92c2-dc4ba0ac8fbc,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4ee73081-f0af-4e85-b4a1-b1292ae37f28,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4eec3002-43f3-477b-bd24-bc2ba1fd920e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4fccf60b-0beb-47bf-8e36-73f53813d924,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::4ff82172-fda0-453c-80f2-1cf5aaffa8f1,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::51d4bc80-1f02-4ffa-8e2e-1dc3527a0979,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::52047339-5625-493f-903a-e0c1950353b3,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::52f6838a-4033-4a71-84bb-81cbb4e64ab7,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5322ecad-3152-4fab-8f66-8552c0ebd4c2,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::54138a2b-3f07-44aa-bc08-f254422e32ab,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::54e2a783-1f2d-4de0-b526-6f2bf5aa692c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::55d0ed26-a7a2-418d-b326-d0bd29a3f19c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::568c58f5-3a30-4166-bc06-b65f06bfcc51,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::56ecb826-b12c-43d9-b54b-8dedede30b0f,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5729ad12-0130-4b4f-8865-159fbf93018a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::583b78b9-ac37-4921-9865-fd6f683ad3e9,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::59119949-2e88-4103-a0be-fd24b183300a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::59285a69-a0c0-40fb-92ee-c4a771b292b4,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5a783d35-fd85-43d7-9ae7-22db4f523269,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5ab08ae7-0124-4a60-a2dc-d4a0845cc55b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5b0be374-28d0-4a16-b010-0c18a460a7d4,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5b3b1fd8-70c2-4b40-b759-e2cad6fe9a97,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5c434e8c-d6cc-4011-b4e8-013fc8183324,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5cc60202-8998-426d-8e01-e05fc091f7ed,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5d5c5271-5a75-49ed-99fb-dc62d85071ff,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5d61957f-6865-4e0a-b666-03a928f39e92,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5e26c5da-ab49-4df1-ba6f-eb9550877934,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::5e6d9fe2-f660-49d8-8258-96fc6518187d,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::600f5af7-1fc6-4e3f-9046-76dc782cfca8,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::616464a2-ee80-48e0-a96b-cd4464445162,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::61b720cf-41aa-468f-8696-9da98c4b9b2a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6208a0be-52ea-4c3b-8e97-582f4697719e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::63966209-4f8e-49a3-b634-d77b53ca9111,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::639c0947-16a5-421a-af60-96ddfa896024,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::64522664-f2f7-4141-9b74-ba0b9d181c31,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::64c52b39-ae24-4423-bb47-81772a444bfe,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::651341cb-6be7-4981-b3e0-a454dee3af64,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::658daf16-7fc3-4640-911e-81dac60a2df9,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::668b7922-c4e5-4045-8bca-7543faa5ed32,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::66fcdc41-6150-4037-9842-0417375a4d14,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6864ecfc-c540-4e0d-a9cb-933dd9b77e05,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::695ad34d-f9e1-40c6-b430-fbf3fe6f2517,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::69684238-0c76-4094-9282-e28b53f9d2f6,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6a246f97-17c1-4206-92d1-9cc1f389d0ca,train,3,COUGHVID,,1,0,development
COUGHVID_UUID::6afffb59-71d0-4a4c-b575-cde463c0a24a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6c4e7d97-e857-4962-aba5-6ff9db02c3e7,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6cd0a8d6-8e94-4ff2-8ad6-ed18ae2b207c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6d25354c-712b-4d24-831a-e99a95dd597b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6e29a18f-97b6-4304-872a-9226eeb3340a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6e3510f8-1fb9-4bd7-b316-adddd9b5fd67,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6ecde34e-2767-47b0-aef3-2828d4b181c7,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6fbee7bd-2530-404b-80e2-bb2d1317d7c5,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::6fd66065-6f20-4cd5-9b0c-b9f49e6448ff,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::707d9dbf-1621-4eac-a157-1393de750d7b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::71d4e0e2-99b1-49bc-990f-1f7b4b5de826,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::727349f2-4730-45f6-99fe-8cf1ae1f2004,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::729d23d1-9abd-44df-8b05-22217b1ffbdf,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::729e2ce6-c683-4509-9f15-cb1468d37f89,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::733b0db4-aec3-4afa-a7fc-7e29e0c9403c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::73b66308-db19-4c2f-91eb-be547d52bba9,train,3,COUGHVID,,1,0,development
COUGHVID_UUID::74048b34-b37a-46c1-bd4c-ccd169c37784,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::74c47154-dc42-4f14-8285-b5a507ef9463,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7596ee6b-1c51-4bf7-9f46-fc8db04f02e4,train,3,COUGHVID,,1,0,development
COUGHVID_UUID::7630638c-1d22-4852-be07-5a27af3c1e49,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7667763a-3a74-4a29-b5f3-67b626922e05,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::76f0dea9-2043-4984-b515-7a0d03d31035,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::777470d7-add6-492a-abed-a2282e7bc061,train,3,COUGHVID,,1,0,development
COUGHVID_UUID::778c38b9-431e-467c-85b0-468e79deacd8,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::78637ec8-6570-4b6a-b8fd-a1610022c413,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::78c1fbe5-0d8a-4747-b238-bdb66e3fceb2,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::79a12ab8-7497-4a70-871f-5486c6699f45,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7a963229-e38d-49b0-b5af-15d1721667ca,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7b423206-e57c-463b-a43b-c82cdb055f26,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7cbcf53f-fa99-44a6-b8de-c37347db8f46,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7d6cb06d-668a-4b60-8b1d-bb5ea8f36bf5,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7dc52a58-ffa9-450c-b557-99386ae99915,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7def6b5b-5b1d-4092-84d5-654b37b975a9,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7eac138a-818b-49d3-8ff8-2facdb910b71,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7f1f564a-55eb-4357-b411-e0bf9818e56c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7f64a4ba-035c-41e1-a7d0-34f60d160648,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::7ff6b5bf-0951-4da4-a35b-8b3187a06aae,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::80411c72-2727-40a3-a781-0d71f1bb717d,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::80ef7fb3-fa42-4539-8109-bac59586b80d,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::81e0894b-e409-446a-a891-8aab6d385259,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::82a7bdf0-56fb-426c-9dc6-7811ee82ece2,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::83c90c0f-3d84-4b60-b422-2b64630d9f7d,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::83ceb3c6-7198-40fb-b273-120dd5bafd4b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8475da17-5c32-415c-ba77-6dfad5ee5f9b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::851d3141-589e-4a63-a81f-837b85585ee7,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::85dc97de-cb3a-4107-bbc2-5ea33c3c5f38,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::864b3b33-c30b-4215-a6ad-66be69c07197,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::865de1b2-0bdf-4b5a-92d1-1730568bd11e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::87c60871-f7f6-48cb-94b0-c22b2158d49f,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8815d555-76ba-4803-b536-22df34e872dc,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::888760e4-2572-45e9-81eb-2a017c074746,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::88e12b5e-5946-4d70-b2e2-20fc2d8d7d0f,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::89385120-2b52-4c61-9e36-05e5b032a8ce,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8956ab9c-a0ca-4f2e-ae00-1f5d0065d50b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8a4486c3-9d2f-47cf-82ec-998b7f59e8f2,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8a5dae66-811b-4e5a-9f05-8577356248b5,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8b427718-43ee-418f-b8f1-6807b3d6ed0e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8b66adaa-ff22-45f1-b74e-9719c0d544f9,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8bb8315c-9afe-4205-911f-222c912f980e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8cb53fee-67d8-48f6-85eb-b74eab71d4bf,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8d870fda-3cb4-4d17-8650-c52596963ff3,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8dbfd6be-5252-4201-9480-cf8464a7c2ec,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8e72293b-1ab4-44d4-b5be-0b51038d2304,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8eda9baf-68f5-4979-a1e9-4c780c67fa71,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::8fb727a9-c3c9-4233-a9c9-dfc0a41516ee,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::90120a9b-ee30-4bef-b649-c725c986312e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::912af762-44df-4648-b48d-beba3435a401,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::92580ab5-bc25-48ee-b844-16e2084cf14b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::92d33463-e1bd-490e-8a8d-adb7bfb0b24e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::93d85777-43fb-4fbf-a63b-95434133437b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::94a33ac9-c166-4795-9665-f7dd4f0caace,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::94d56c05-bd2a-40c2-b86e-3877320f4ee8,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::952c0483-b8a7-4bd8-bef5-c829f7ced3f6,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::952eafc4-38d9-468b-b46d-c9a5f6b3d620,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::961e1308-16f5-4f22-ae2d-fc4ddce3406b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::97b6a1d6-2c18-458e-bc05-3fe48136902d,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::983d9e53-b10a-4674-a054-a04fdaf2de57,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::98cf4fc3-ac20-4007-a227-3b89dc43a52c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::98e4742a-3aab-4dcb-a5b8-e903f91c4324,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::99b2dc16-7b5f-4d45-99b2-c3768262be3a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9ab84f0f-1c83-4042-9497-474af8816350,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9b1454f3-7e95-4b04-9369-ba923145c84c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9b8791f6-9c76-41a6-b8bf-3090c8b4609f,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9c9d5f33-e8e4-4483-a9ba-992fe633e486,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9cb306f5-47a1-441c-888a-34ad29f5983c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9cb78c5b-fc08-48f4-83e9-fdeae7ca86e5,train,3,COUGHVID,,1,0,development
COUGHVID_UUID::9d8f7b07-e371-48c1-97f1-6b73ad1496b3,train,3,COUGHVID,,1,0,development
COUGHVID_UUID::9e4f4e7b-541e-4e88-80c8-458f62c12825,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9eb6506a-17f8-40b7-968d-ee511818d50b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9ebf6f35-91a8-4c33-84cb-fbeec8f2f557,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9f2e5d96-7ac5-4b6b-8d67-afebd051d2e1,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9fd63d74-d637-4ad7-a224-d580505be408,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::9fe0d71a-e946-467e-aac2-767ae85ed884,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a08b86d5-4573-4a42-9a84-f75f5e50351a,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a13b9da9-a901-4622-9898-71f76097b98c,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a27768df-a3bc-4ac9-9d45-76cc25508478,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a3529398-f357-4c11-bec3-c2e30088df2e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a40dc9a5-b433-451e-9adc-ca98a84cc1ef,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a46654b3-b91b-4f95-8a69-3dcd1d428ea0,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a4732fa4-cad8-4db8-b902-143dc8ae0930,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a4e8f9b8-2d40-46c7-92a2-25c5f9d9fb28,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a64fcfe4-90bd-4128-a5f4-28f2085995e8,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a68ab20d-545c-4f17-9c46-05d7ee8fabba,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a6c4aa4b-eaa9-457f-a077-98eba5b8ad0e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::a75adc66-7f70-4f0f-91f7-7a2a2eac61e9,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::aa345328-b50f-4bf8-9a8d-cf0063b04e6b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::aa5a073e-9319-477b-b2ad-7465765d6340,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::ab5f623d-dda2-4a26-ae6e-33e517e145a5,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::ac3929fc-e9e9-40ad-8776-28449a228857,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::ac822d1e-4d15-4b74-af4c-eacbd77b7f27,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::acaf0afa-64f0-4c09-b764-24f8b3f5dff0,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::ad19a44f-e512-46ec-980a-2eead07d68c1,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::ad3c9520-625b-4ce9-a3e5-0eb3d32a09e6,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::adbb3da7-e704-4d43-ade8-e5e575d63c2b,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::ae18328e-da30-4137-a717-a718ffe2412e,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::ae7d06f1-2f0e-4fee-a080-76084ab5bb86,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::af511c3d-614c-4b89-abcf-8c9f9d2f9f3f,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b010f28f-e601-49de-9293-fb65fdad2dd4,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b08bd7a4-a123-4f28-b659-bbb5ea70fb6f,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b0f208f9-2bb8-4de3-b144-ecc04a5e10d3,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b26b3150-4026-442d-b1ac-6b3ab2a991b3,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b2f40211-06b4-4b75-acb1-cbbe01b994f7,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b3889822-bf4c-4655-8d72-69593a4abda4,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b408553b-befa-4a28-ab99-a10bb23384fc,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b4b17de3-ac90-415a-8e2c-393d6cc02618,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b5808d67-b898-4d8b-b74c-6d3ef7085be4,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b61f41d5-8a12-44de-a8c7-f7ab67f35ab7,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b64268eb-bac6-47d4-8b21-9953c45e315d,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b69aef72-e977-4167-87a9-3ac50a2f0760,train,3,COUGHVID,,1,0,development
COUGHVID_UUID::b77585a8-543a-4757-92a6-5465ee1284af,train,3,COUGHVID,,1,1,development
COUGHVID_UUID::b7dc909a-c1e6-4c75-b312-060b1ff136e0,train,3,COUGHVID,,1,1,development
